intervention,inclusion_tier,registry_trials,max_phase,statuses,trials_with_posted_results,category,traditional,abandoned_reason,termination_reasons,verdict_class,verdict_sublabel,evidence_tier,evidence_tier_sublabel,n_human_studies,n_mono_randomised,strongest_design,key_result_pmid,key_result_verbatim,metric,duration_weeks,comparator_arm_change,endpoint_dimension,indirect_only,conflict_present,conflict_note,safety,pooled_context_pmids,combination_evidence_pmids,why,curated,curation_note,duplicate_of,registry_only_result
oxygen,I1,6,PHASE2,COMPLETED,1,supportive_or_symptomatic,False,not_applicable,,Uncertain,acute improvement in exercise endurance and desaturation in small crossover trials; no evidence on progression or survival,Uncertain,small short-exposure randomised crossover trials; long-term ambulatory-oxygen evidence comes from mixed-ILD populations (indirect),13,5,rct,32367694.0,Supplemental oxygen significantly increased the endurance time (340-424 s; P < 0.001) and minimum SpO2 (88.0-94.0%; P < 0.001) compared with placebo air.,effect of supplemental oxygen on endurance time,,placebo air,"functional capacity (E5), symptoms - dyspnoea (E8)",False,False,,,22285287,38845503|41073132,"13 human studies attributed; strongest rct; IPF-only monotherapy randomised: 4 positive, 0 null, 0 harm.",True,"Kept at Uncertain despite five randomised sources: exposures are single-session or 12-week, endpoints are exercise physiology, and the AmbOx-type long-term evidence is mixed-ILD (indirect under L1).",,
oxymizer nasal cannula,I3,1,NA/none,COMPLETED,0,device_or_procedure,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
oxymizer pendant nasal cannula,I3,1,NA/none,COMPLETED,0,device_or_procedure,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
palliative care,I1,1,NA/none,COMPLETED,0,supportive_or_symptomatic,False,not_applicable,,Uncertain,"randomised human data on a non-clinical primary endpoint (safety, pharmacokinetic, deposition, feasibility or mechanistic); no clinical outcome signal",Uncertain,early-phase or single randomised source,5,1,rct,34003726.0,"Efficacy demonstrated a significant improvement in caregiver's knowledge, disease preparedness, and confidence in caring for the patient as well as an improvement in knowledge and advance care planning completion in patient participants.","Feasibility, acceptability, and efficacy of nurse-led early palliative care intervention; measured outcomes included caregiver knowledge, disease preparedness, ",26.0,Usual care,"Feasibility, acceptability, and efficacy of nurse-led early palliative care intervention; measured outcomes included car",False,False,,High attrition rate (20% of participants died before study completion); feasibility limited with only 56% enrollment of eligible dyads,,37553275,"5 human studies attributed; strongest rct; IPF-only monotherapy randomised: 1 positive, 0 null, 0 harm.",False,"PHASE4 CORRECTION (C16): previously labelled 'positive randomised signal below phase 3'. The trial's primary endpoint is not a clinical outcome, so the row carries no efficacy signal.",,
pamrevlumab,I1,5,PHASE3,COMPLETED|TERMINATED,3,biologic,False,lack_of_efficacy,Sponsor Decision; Study did not meet its primary endpoint.,Failed,"phase 2 positive, adequately sized phase 3 null on the same endpoint; the phase 3 supersedes",Probable,phase 3 randomised null result,9,3,rct,38762797.0,"There was no significant between-group difference for absolute change in FVC from baseline to week 48 (least-squares mean, -260 mL [95% CI, -350 to -170 mL] in the pamrevlumab group vs -330 mL [95% CI, -430 to -230 mL] in the placebo group; mean between-group difference, 70 mL [95% CI, -60 to 190 mL], P = .29).",absolute change in FVC (mL) from baseline to week 48,48.0,placebo,change from baseline in percentage of predicted forced vital capacity (FVC) at week 48,False,True,PRAISE phase 2 positive (PMID 31575509) vs ZEPHYRUS-1 phase 3 null (PMID 38762797); logged in the conflicts register as resolved-by-supersession.,Pamrevlumab was well tolerated with a safety profile similar to placebo; treatment-emergent serious adverse events in 24% pamrevlumab vs 15% placebo; 3 deaths in pamrevlumab group and 6 in placebo gro,35145039|38281037|41808863|42115887,33054319,"9 human studies attributed; strongest rct; IPF-only monotherapy randomised: 2 positive, 1 null, 0 harm.",True,Engine graded Conflicting on equal footing. Under the brief's evidence hierarchy a larger phase 3 on the same endpoint supersedes the phase 2; the disagreement is preserved in the conflicts register rather than in the verdict.,,
paroxetine,I3,1,PHASE1,COMPLETED,0,repurposed_approved_drug,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
patientmpower platform,I3,1,NA/none,COMPLETED,1,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,"PHASE6 A5 (registry-results sweep): posted results exist (NCT03104322, n=7) but the primary endpoint is acceptability of home monitoring; grading unchanged.",,"yes - posted registry results only, no publication located in this sweep"
pcplanner,I3,1,NA/none,COMPLETED,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
physiotherapy,I3,1,NA/none,TERMINATED,0,non_pharmacological,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
pirfenidone,I1,33,PHASE4,ACTIVE_NOT_RECRUITING|COMPLETED|NOT_YET_RECRUITING|RECRUITING|UNKNOWN,14,approved_antifibrotic,False,not_applicable,,Works,two of three phase 3 trials positive on their own primary endpoint; graded on the FVC/progression dimensions only,Probable,"replicated phase 3 randomised evidence, endpoint-specific",55,7,rct,24836312.0,"In the pirfenidone group, as compared with the placebo group, there was a relative reduction of 47.9% in the proportion of patients who had an absolute decline of 10 percentage points or more in the percentage of the predicted FVC or who died; there was also a relative increase of 132.5% in the proportion of patients with no decline in FVC (P<0.001).","proportion with absolute decline >=10 percentage points in %predicted FVC or death, week 52",52.0,placebo,prevention of categorical progression (E3),False,False,,The most common adverse events for each active treatment arm were gastrointestinal.,38281037|35145039|42115887|26843176|23734867|40754799|35245333|25760991|25410822|22654087|18471669|41253600,41207313|32703779|32822614|26496265|33008934|41151646|25316130|38030064|38963453|40789229|34217681|34895203|33054319|28699195|28287346|28039616|27481628|25927225|26836914|37073794|31784348|36753211|30,"55 human studies attributed; strongest rct; IPF-only monotherapy randomised: 6 positive, 0 null, 0 harm.",True,"Automatic key-result pick had selected a trial in which pirfenidone was the active comparator (deupirfenidone, PMID 42085224) and a cardiovascular-safety report; replaced with ASCEND (PMID 24836312). CAPACITY-004 was positive and CAPACITY-006 was not, which the sublabel now states.",,
pirfenidone and nintedanib,I1,1,PHASE4,COMPLETED,0,approved_antifibrotic,False,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,2,0,rct,38030064.0,"Patients treated with nintedanib had a higher 12-month visit FVC than patients treated with pirfenidone (mean difference, 106 mL; 95% CI, 34-178).",12-month FVC decline,52.0,pirfenidone vs nintedanib,12-month FVC decline,True,False,,,,38030064|38963453,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
pirfenidone or nintedanib,I3,1,PHASE4,COMPLETED,0,approved_antifibrotic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
placebo then n-acetylcysteine,I3,1,PHASE1|2,WITHDRAWN,0,repurposed_approved_drug,False,recruitment_or_operational,The study encountered challenges during startup due to the COVID-19 epidemic and was withdrawn.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
placental mesenchymal stem cell-derived extracellular vesicles,I3,1,PHASE1,NOT_YET_RECRUITING,0,biologic,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
"plasma exchange, rituximab, and corticosteroids",I3,1,PHASE1|2,COMPLETED,1,other,False,not_applicable,,Poorly studied,single-arm feasibility study only; superseded for evidence purposes by the randomised STRIVE-IPF posting on the autoantibody reductive therapy row,Unknown,registry-only,0,0,none retrieved,,"NCT01266317 (n=9 enrolled, 7 analysed) primary endpoint number of participants surviving to 60 days or lung transplantation: 3 of 7. Single-arm, no comparator.",,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",True,PHASE6 A5 (registry-results sweep): posted results exist and are single-arm; grading unchanged. This regimen is the same therapeutic family as the 'autoantibody reductive therapy' row (which adds intravenous immunoglobulin); the randomised evidence is carried there.,,yes - no results publication found in PubMed
pomalidomide,I3,1,PHASE2,WITHDRAWN,0,repurposed_approved_drug,False,safety_toxicity,FDA did not accept sponsor's animal toxicology data to support proposed dosing.,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,registry-only,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
pulmonary rehabilitation / exercise training,I1,22,PHASE4,ACTIVE_NOT_RECRUITING|COMPLETED|RECRUITING|TERMINATED|UNKNOWN,3,non_pharmacological,False,recruitment_or_operational,PhD Student stopped working on this project; The trial was terminated prematurely due to difficulties with recruitment because of the COVID-19 pandemic.,Works,"consistent improvement in exercise capacity and health-related quality of life across multiple small randomised trials; no effect claimed on lung-function decline, exacerbation or survival",Probable,multiple concordant small randomised trials; durability beyond ~6 months not established,30,9,rct,33164264.0,"6MWD increased by 60.44 m in the PD group, 32.16 m in the exercise group and 12.42 m in controls after the 2 months of rehabilitation programme.",6-minute walk distance (6MWD) and health-related quality of life (SGRQ-I score) at 2 months and 6 months,26.0,Usual activities (control),functional capacity (E5) and HRQoL (E6),False,False,,The PD programme is safe and effective as a rehabilitation intervention,25410822|25760991|22285287,31241519|39129185|37012071|34749699|32367694|33093783|20012639|39440394|33542089|36753211|18843927,"30 human studies attributed; strongest rct; IPF-only monotherapy randomised: 8 positive, 0 null, 0 harm.",True,"Strongest randomised IPF-only source is the Pulmonary Daoyin trial (PMID 33164264), which compared a TCM breathing-exercise programme, a cycle-ergometer exercise arm and usual care; both active arms improved 6MWD and SGRQ-I. That record also appears in the traditional-medicine screen (tier T2) and is cross-referenced there rather than counted twice. Other retrieved rehabilitation trials are largely mixed-ILD populations (indirect under L1) or single-session physiological studies. One palliative-care abstract was attracted to this entity by a shared word and is not counted. No claim is made on lung-function decline, exacerbation, or survival, and durability beyond the trial periods is not established. | PHASE4 CORRECTION (C12): a 52-week randomised trial on background antifibrotic therapy (PMID 37012071) was missed by the Phase 2 search. It splits on its two functional endpoints: 6MWD 'mean difference, 21 m (95% CI -25 to 66), p=0.38' (null) and endurance time 'mean difference, 187 s (95% CI 34 to 153), p=0.019' (favours training; the interval as printed does not contain the point estimate - apparent typographical error in the source abstract, full text not obtained). Durability beyond 12 months remains untested.",,
quercetin,I1,1,NA/none,RECRUITING,0,supplement_or_vitamin,True,not_applicable,,Poorly studied,no IPF-only monotherapy human evidence; appears only in combination or pooled sources,Unknown,attribution not separable,2,0,rct,36857968.0,"While the placebo arm reported fewer overall non-serious AEs (65 vs 22), there were no serious adverse events related to D + Q.",adverse events and study feasibility,3.0,placebo,adverse events and study feasibility,True,False,,Sleep disturbances and anxiety disproportionately represented in D+Q arm (4/6 vs 0/6); most other AEs common in IPF or anticipated side effects of dasatinib.,,36857968|30616998,"2 human studies attributed; strongest rct; IPF-only monotherapy randomised: 0 positive, 0 null, 0 harm.",False,,,
resveratrol,I4,0,none (literature-only),,0,,False,not_applicable,,Poorly studied,no IPF-specific human outcome evidence retrieved,Unknown,no human study retrieved,0,0,none retrieved,,,,,,,False,False,,,,,"No human study reporting an IPF outcome for this agent was retrieved (PubMed, 2026-09-02).",False,,,
